id,title,all_artists,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Surfaces,0.878,0.525,5,-6.832,1,0.183,0.0,0.0714,0.694,112.022,158571,4
3gvop6gMwnUvGiCfY5iCJK,Sun Queen,Gerry Cinnamon,0.652,0.799,0,-8.563,1,0.36,0.000993,0.0806,0.775,127.997,247250,4
59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,Jason Derulo,0.789,0.711,2,-4.248,1,0.0332,0.0,0.0876,0.753,112.985,190306,4
2iRniYXjMHKmwXqA2jYXP7,Think About Things,Daði Freyr,0.871,0.341,3,-8.932,0,0.0311,0.000124,0.0838,0.612,127.001,173386,4
3H3r2nKWa3Yk5gt8xgmsEt,This City,Sam Fischer,0.605,0.377,11,-6.213,1,0.733,0.0,0.0808,0.519,73.877,194853,4
1pRShUtGOG6ZP5fsnw9G4h,This Is Real (ft. Ella Henderson),Ella Henderson,0.684,0.819,6,-5.072,1,0.0259,0.0775,0.0985,0.607,122.008,199160,4
27u7t9d7ZQoyjsCROHuZJ3,Tick Tock (feat. 24kGoldn),24kGoldn,0.779,0.705,0,-3.895,1,0.369,7.91e-06,0.124,0.946,101.022,178374,4
4w47S36wQGBhGg073q3nt7,TKN (feat. Travis Scott),Travis Scott,0.776,0.509,0,-6.266,0,0.192,1.49e-06,0.115,0.485,94.634,129371,4
2ZTYlnhhV1UAReg7wIGolx,To Die For,Sam Smith,0.483,0.361,0,-7.889,1,0.832,4.66e-06,0.098,0.307,171.649,193795,4
5id3Rqn7SPj1LX4FfY4nGz,Together,Sia,0.521,0.877,7,-5.444,1,0.0132,0.0806,0.0929,0.199,180.007,205208,4
7DmTaJoM7L020qm3egqNsM,Tonight (I Wish I Was Your Boy),The 1975,0.478,0.456,7,-6.844,1,0.122,1.98e-05,0.214,0.268,171.9,247265,4
0qaWEvPkts34WF68r8Dzx9,Turn Me On (feat. Vula),Vula,0.737,0.828,11,-4.711,1,0.0149,0.000588,0.0862,0.517,124.051,208474,4
0EhpEsp4L0oRGM0vmeaN5e,UN DIA (ONE DAY) (Feat. Tainy),Tainy,0.571,0.693,6,-8.234,0,0.00536,0.0,0.173,0.393,168.169,232253,4
1prpauWvVGDE0xJAvaDRQt,Wait for You,Tom Walker,0.542,0.62,1,-4.169,1,0.394,0.0,0.106,0.234,148.753,172664,4
7mEUjhl6aTztdHCrxoTgBG,Wash Us In The Blood,Travis Scott,0.67,0.847,10,-4.85,1,0.184,0.0,0.304,0.381,137.22,189827,4
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,0.548,0.816,0,-4.209,1,0.122,0.0,0.335,0.557,95.39,174000,4
35mMXfym6C9VOTUVrcKKZp,We Got Love,Ella Henderson,0.722,0.812,9,-3.352,0,0.0205,2.51e-05,0.131,0.657,124.909,213041,4
3qXpbtghezZZJJu77upfkv,We'll Meet Again,Roland Shaw And His Orchestra,0.392,0.132,11,-13.486,0,0.901,0.0,0.846,0.192,91.002,178667,4
6qlcjGJPTZEwR8nf2nSe9C,Wildflower,5 Seconds of Summer,0.644,0.768,6,-4.316,1,0.174,0.0,0.469,0.598,108.992,220536,4
68Mb2yMSgziVn02a0y3LXM,Will,Joyner Lucas,0.809,0.82,9,-4.485,0,0.0212,0.000568,0.0989,0.395,143.034,202417,4
77fvnWALKJR0ws1VUx09CY,X (with KAROL G),KAROL G,0.715,0.827,4,-5.09,0,0.0485,3.61e-05,0.321,0.75,117.977,185277,4
2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,Ant Saunders,0.866,0.438,7,-8.943,1,0.177,0.0,0.0743,0.695,129.039,223258,4
45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,0.667,0.373,4,-9.389,1,0.785,0.0,0.0906,0.0823,124.148,169266,4
5T3EeI1W5c7IHXIDVx33wY,You Taught Me What Love Is - Britain's Got Talent Live Recording,Beth Porch,0.51,0.254,7,-7.042,1,0.773,0.0,0.78,0.373,115.034,208053,4
0E4Y1XIbs8GrAT1YqVy6dq,Afterglow,Ed Sheeran,0.641,0.324,11,-5.851,1,0.698,0.0,0.328,0.273,110.184,185487,4
31qCy5ZaophVA81wtlwLc4,Anyone,Justin Bieber,0.686,0.538,2,-8.026,1,0.181,3.13e-06,0.113,0.584,115.884,190779,4
1J14CdDAvBTE1AJYUOwl6C,Arcade,Duncan Laurence,0.453,0.35,9,-11.639,0,0.827,0.00122,0.144,0.279,72.017,185147,3
55meRTYBw8S5q7KF3DkjL7,The Bandit,Kings of Leon,0.394,0.833,0,-5.18,1,0.00863,0.811,0.109,0.362,145.082,250961,4
6f3Slt0GbA2bPZlz0aIFXN,The Business,Tiësto,0.798,0.62,8,-7.079,0,0.414,0.0192,0.112,0.235,120.031,164000,4
1PZDyestTVydtHpaIcfUJg,Chemtrails Over The Country Club,Lana Del Rey,0.334,0.276,4,-13.125,0,0.877,0.000249,0.113,0.429,201.025,271177,3
1hJIbOjWpid6LtnozHmzRS,Diamonds,Sam Smith,0.637,0.666,10,-6.773,0,0.161,0.0,0.108,0.529,104.02,213869,4
4I5bvu2KDsrCg0EWHIcvul,Don't Play,Digital Farm Animals,0.695,0.784,6,-6.564,0,0.0889,0.0,0.0843,0.52,128.031,188581,4
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,0.828,0.492,0,-9.744,1,0.0644,0.00428,0.128,0.789,120.151,257800,4
4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Dopamine,0.824,0.862,2,-3.424,1,0.0076,0.000132,0.303,0.801,122.98,169153,4
055Mme9ReKK99jRFA5UJ55,Get Out My Head,Shane Codd,0.693,0.913,0,-3.035,1,0.0542,6.87e-05,0.231,0.795,123.989,204933,4
45S5WTQEGOB1VHr1Q4FuPl,Golden,Harry Styles,0.448,0.838,4,-5.257,0,0.21,0.000131,0.131,0.254,139.863,208907,4
6CDzDgIUqeDY5g8ujExx2f,Heat Waves,Glass Animals,0.761,0.525,11,-6.9,1,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),Chance the Rapper,0.673,0.704,6,-8.056,1,0.196,0.0,0.0898,0.372,86.919,212093,4
5cYFwgA5dHoqR3xGnlr9ew,I Hope (feat. Charlie Puth),Charlie Puth,0.563,0.576,6,-6.495,1,0.171,0.0,0.158,0.412,75.019,211605,4
7CH8J4ulT49UfZwSDSkSZA,i miss u (with Au/Ra),Au/Ra,0.668,0.726,9,-7.512,1,0.0387,0.0,0.134,0.453,124.075,172143,4
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),DaBaby,0.702,0.825,6,-3.787,0,0.00883,0.0,0.0674,0.915,102.977,203064,4
1jOBlsvKhdqjZAlUAia4Qz,Lie Lie Lie,Joshua Bassett,0.617,0.835,7,-3.573,1,0.00503,0.0,0.0793,0.835,101.005,176692,4
0psS4i5YooJrXfDnGvWRLi,Lo Vas A Olvidar (with ROSALÍA),ROSALÍA,0.343,0.243,4,-14.66,0,0.721,0.00198,0.0668,0.032,135.154,203464,4
4Lt6GXGzYsa1tgkv3nGSTm,Love Not War (The Tampa Beat),Nuka,0.738,0.85,8,-3.049,1,0.105,0.0,0.23,0.865,98.013,192921,4
2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),Justin Bieber,0.652,0.383,2,-7.076,0,0.0676,0.0,0.0828,0.549,145.765,178994,4
1KixkQVDUHggZMU9dUobgm,My Head & My Heart,Ava Max,0.614,0.934,9,-3.709,0,0.0697,0.0,0.121,0.436,116.001,174760,4
3qcse1HvDQ1vGQo6Egtkom,New Love (feat. Ellie Goulding),Mark Ronson,0.786,0.732,7,-6.664,1,0.0547,2.47e-06,0.342,0.631,123.982,190680,4
6uwfVkaOM1mcMkFmSn35ix,"no body, no crime (feat. HAIM)",HAIM,0.546,0.613,7,-7.589,0,0.418,0.0,0.103,0.535,79.015,215627,4
2Rr1INov0ckj7bLTsk9LV1,No Time For Tears,Little Mix,0.543,0.881,9,-3.035,0,0.0263,1.41e-05,0.107,0.397,125.009,196777,4
6ft4hAq6yde8jPZY2i5zLr,Paradise (feat. Dermot Kennedy),Dermot Kennedy,0.632,0.595,8,-7.644,0,0.0689,0.0,0.209,0.435,124.114,167903,4
3UoULw70kMsiVXxW0L3A33,pov,Ariana Grande,0.487,0.534,0,-5.664,0,0.36,0.0,0.1,0.173,131.798,201882,4
2Oycxb8QbPkpHTo8ZrmG0B,Prisoner (feat. Dua Lipa),Dua Lipa,0.781,0.67,3,-3.912,0,0.0103,0.0,0.0761,0.595,127.99,169333,4
3MySeyJCAKyPkTRvlvq7gm,Real Groove - Studio 2054 Remix,Dua Lipa,0.767,0.643,5,-6.178,0,0.0052,0.0138,0.18,0.699,119.981,262893,4
50v2TSRV31bwpAPkjWejNL,Really Love (feat. Craig David & Digital Farm Animals),Digital Farm Animals,0.757,0.813,10,-4.661,1,0.0459,0.0,0.0741,0.668,121.034,177501,4
3DTqHfTGj1c6y2gDXsTez4,Regardless,Rudimental,0.749,0.82,7,-6.114,1,0.0205,0.000685,0.0775,0.534,120.066,197573,4
03B2SfXuvDh1m9F4tqrX07,Skin,Sabrina Carpenter,0.557,0.457,7,-5.372,1,0.428,0.0,0.0567,0.328,105.918,177500,4
5psEZhQu6lukjhavJo4AbC,SO DONE,The Kid LAROI,0.719,0.598,9,-6.254,1,0.232,0.0,0.115,0.303,142.592,126521,4
0cQVqPuHQP4KEwc7ZUQmj6,Sweater Weather,The Neighbourhood,0.613,0.808,10,-2.851,1,0.0426,0.0159,0.102,0.38,124.037,240427,4
54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Billie Eilish,0.889,0.34,11,-7.773,0,0.218,0.13,0.055,0.716,94.009,174321,4
55Am8neGJkdj2ADaM3aw5H,Train Wreck,James Arthur,0.311,0.485,6,-5.726,0,0.701,0.0,0.0726,0.225,77.355,208827,4
6BsZx9FarJrLddTNu2k6pU,Typhoons,Royal Blood,0.601,0.723,8,-4.364,0,0.000347,0.0011,0.346,0.581,114.991,236933,4
709F3MwiVvLD0LQXeKs5Cz,Vibez,ZAYN,0.635,0.659,7,-7.499,1,0.242,0.0285,0.105,0.34,96.855,163127,4
3iw6V4LH7yPj1ESORX9RIN,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,220 KID,0.722,0.893,0,-3.255,0,0.0441,0.000937,0.0673,0.439,119.932,116750,4
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,0.691,0.631,2,-6.478,1,0.0483,1.13e-05,0.104,0.8,92.004,161124,4
3Uo7WG0vmLQ07WB4BDwy7D,willow,Taylor Swift,0.392,0.579,7,-9.195,1,0.835,0.00179,0.145,0.549,80.961,214707,4
5KCbr5ndeby4y4ggthdiAb,Wonder,Shawn Mendes,0.333,0.637,1,-4.904,0,0.131,1.8e-05,0.149,0.132,139.898,172693,4
4vLBnQtece15fFhqWxZvJP,Your New Boyfriend,Wilbur Soot,0.546,0.453,7,-13.04,1,0.382,3.9e-05,0.106,0.74,104.532,239667,4
6Ri6RAHuKsfA0M0inFXFjO,Ballad in Plain D,Bob Dylan,0.529,0.266,2,-10.451,1,0.633,0.0,0.104,0.223,125.337,497160,4
0f5N14nB8xi0p3o4BlVvbx,Ballad of a Thin Man,Bob Dylan,0.473,0.574,11,-8.189,0,0.695,0.0,0.509,0.499,74.056,356707,4
3Si9u9FVlUTcUXVcawnstJ,Ballad of Hollis Brown,Bob Dylan,0.683,0.312,3,-13.588,1,0.912,0.000123,0.0996,0.519,111.468,302307,4
4MNxOR2Fu4NqJ892UdYx0h,Bob Dylan's Dream,Bob Dylan,0.48,0.247,7,-15.929,1,0.747,2.86e-06,0.0745,0.422,109.646,300107,4
6QHYEZlm9wyfXfEM1vSu1P,Boots of Spanish Leather,Bob Dylan,0.615,0.114,8,-17.285,1,0.926,4e-06,0.166,0.401,101.189,277107,4
74KpujtKzOfwEXSfuPwfHq,Brownsville Girl,Bob Dylan,0.36,0.595,9,-11.186,1,0.348,0.0,0.255,0.59,143.247,663333,4
5eVjE8FDSDXQLSbTZSA5Qv,Buckets of Rain,Bob Dylan,0.514,0.234,4,-18.245,1,0.539,0.00254,0.109,0.454,173.644,203507,4
2vVpjZxlSiqR5wr2YeZPB2,Changing of the Guards,Bob Dylan,0.607,0.717,5,-10.603,0,0.17,4.55e-06,0.032,0.821,124.576,397093,4
5zOiSgAZJhikocvA3KdSpX,Chimes of Freedom,Bob Dylan,0.367,0.415,7,-8.857,1,0.61,0.0,0.0804,0.402,180.706,430733,3
3g4Xq5LYeYGM8yu6logcFu,Dignity - Alternate Version,Bob Dylan,0.778,0.446,8,-13.5,1,0.0407,7.62e-05,0.228,0.609,116.179,335947,4
2WOjLF83vqjit2Zh4B69V3,"Don't Think Twice, It's All Right",Bob Dylan,0.6,0.243,4,-17.085,1,0.89,0.0022,0.249,0.468,110.535,217400,4
5kKW4bszhKSCYVPDO0sMbX,Duquesne Whistle,Bob Dylan,0.6,0.596,8,-11.501,1,0.89,0.000273,0.268,0.52,96.565,343680,4
6jegsiFyEOCmz1SLNl53a8,Early Roman Kings,Bob Dylan,0.43,0.616,0,-9.732,1,0.539,0.0,0.0883,0.825,82.193,314053,4
6MfOFYmw1TD9QDFSu0TEN1,Every Grain of Sand,Bob Dylan,0.34,0.283,3,-13.474,1,0.622,0.0,0.0684,0.281,172.22,371533,3
65Ywa7EspM0tSZreKwOmnL,Everything Is Broken,Bob Dylan,0.773,0.803,11,-7.936,0,0.00425,0.0151,0.0815,0.867,132.15,193493,4
29MEcYFP09cdPJxeyNkMhe,"Farewell, Angelina - Studio Outtake - 1965",Bob Dylan,0.559,0.158,7,-19.353,1,0.781,0.0,0.0618,0.21,130.297,325840,3
4yWl0tnEanf3zmZzl9kbQn,Forever Young - Slow Version,Bob Dylan,0.488,0.493,2,-9.878,1,0.255,0.000181,0.102,0.389,135.093,296133,4
4K1imZQQ0yKtJ40vGmUajS,Girl from the North Country,Johnny Cash,0.607,0.142,7,-23.455,1,0.843,0.000197,0.121,0.305,118.867,220400,4
2BptgHssBhYE1y4ZH7oRew,The Groom's Still Waiting at the Altar,Bob Dylan,0.363,0.754,5,-10.97,0,0.0844,0.0,0.127,0.84,107.816,242560,4
7ny2ATvjtKszCpLpfsGnVQ,A Hard Rain's A-Gonna Fall,Bob Dylan,0.567,0.198,4,-18.681,1,0.919,0.000871,0.135,0.321,92.467,412200,4
2WRUOpSc8ooXGrS9GY4Z3I,Heart of Mine,Bob Dylan,0.726,0.542,11,-14.204,1,0.203,0.00467,0.0717,0.755,109.086,269360,4
1r6IfDCKm3YqPo5UyFvSMv,High Water (For Charley Patton),Bob Dylan,0.554,0.66,0,-8.883,1,0.121,0.000299,0.0699,0.679,107.457,244800,4
1nbGN4N63uCQq0pCIs3kIf,Idiot Wind,Bob Dylan,0.431,0.543,7,-12.507,1,0.354,8.98e-05,0.106,0.619,157.384,467493,4
1FtJgaely2X7NKul8bDJ3W,I Don't Believe You (She Acts Like We Never Have Met),Bob Dylan,0.524,0.554,2,-6.954,1,0.654,0.0,0.143,0.67,132.8,263267,4
0bTY3EvTFLdPALso8E7Eyq,If Not for You,Bob Dylan,0.663,0.593,9,-8.616,1,0.452,0.0453,0.226,0.884,139.479,161053,4
3xNO6JUk9ySYjxuqzcZYRB,"If You See Her, Say Hello",Bob Dylan,0.383,0.224,2,-16.99,1,0.768,0.0,0.087,0.466,102.94,288000,4
5vyw005QQ42hrzrLxb3xEX,I Shall Be Released - Studio Outtake - 1971,Bob Dylan,0.529,0.146,11,-15.114,0,0.758,0.000156,0.1,0.407,143.603,182160,4
5j216bw8PG0EcIdfu92k4l,Isis,Bob Dylan,0.516,0.717,3,-7.142,1,0.126,0.0,0.186,0.883,147.957,418293,3
4EgKcG7aswxVfQEqa3dl8S,"It's All Over Now, Baby Blue",Bob Dylan,0.699,0.197,4,-14.792,1,0.655,0.0,0.0716,0.361,122.871,252067,4
5Oer8yskMaCGXwGSfM7xr9,"It's Alright, Ma (I'm Only Bleeding)",Bob Dylan,0.681,0.257,4,-15.348,1,0.597,0.0,0.161,0.566,115.867,449093,4
2yaf46YMxA5y6bzmWUKgXC,"It Takes a Lot to Laugh, It Takes a Train to Cry",Bob Dylan,0.493,0.579,8,-7.743,1,0.772,8.06e-05,0.0759,0.475,93.353,245133,4
7tJQ4Ekp2vN3NlI3vJJW3v,I Want You,Bob Dylan,0.509,0.68,5,-8.354,1,0.36,0.0,0.0824,0.802,99.924,185200,4
3sXLemtrtO6ygZF0G4OIwI,Joey,Bob Dylan,0.533,0.529,7,-10.404,1,0.241,0.000266,0.116,0.439,116.814,665133,4
6cuHkcRUqtQhtJ4sWCkd1q,Jokerman,Bob Dylan,0.664,0.65,10,-11.168,1,0.234,0.000282,0.16,0.775,134.986,376160,4
37Dl7jQMmt0gUnzTKqnjkN,Just Like a Woman,Bob Dylan,0.563,0.441,4,-9.902,1,0.773,0.0,0.351,0.468,115.168,290467,4
0V1771LhL3tG36pb55EZAH,Just Like Tom Thumb's Blues,Bob Dylan,0.497,0.511,7,-8.318,1,0.702,0.0,0.262,0.591,99.5,327560,4
0EHVdmnOEIMNQydf0sW2a1,Key West (Philosopher Pirate),Bob Dylan,0.434,0.188,9,-18.628,0,0.843,0.000174,0.0919,0.115,138.77,574133,4
4uYwlMp841PLJmj1gJJwIq,"Lay, Lady, Lay",Bob Dylan,0.52,0.179,11,-21.976,0,0.356,0.00344,0.131,0.407,155.746,197093,4
4MKun9QQhoapVvhp2uxJif,"Lily, Rosemary and the Jack of Hearts",Bob Dylan,0.457,0.665,2,-13.722,1,0.414,0.0,0.0948,0.667,126.33,531160,4
6j1fiAG1NFBqPDRfJY19Yv,The Lonesome Death of Hattie Carroll,Bob Dylan,0.523,0.177,4,-12.411,1,0.884,0.0,0.276,0.236,140.116,344631,3
2FDTgrYDUdQKyGmtynEk90,Love Minus Zero,Bob Dylan,0.702,0.56,4,-12.323,1,0.571,0.0,0.109,0.889,125.452,171107,4
3O1hpSOaJDW4SelgUG2XT3,Love Sick,Bob Dylan,0.55,0.273,11,-13.863,0,0.599,2.93e-05,0.224,0.305,72.52,320867,4
5rGD8FFgHw74cp3RPhucyg,Maggie's Farm,Bob Dylan,0.415,0.72,7,-11.177,1,0.481,0.0,0.185,0.619,176.785,234627,4
5NtOAfnwkKo7eAGq7Uap3J,Man in the Long Black Coat,Bob Dylan,0.605,0.297,6,-12.528,0,0.00889,0.000286,0.116,0.0998,154.523,273200,3
7xVpkVkd1klTzLJEysIR7z,Masters of War,Bob Dylan,0.556,0.273,5,-15.973,1,0.613,3.27e-06,0.188,0.692,166.064,271360,3
5tPcxgWQYkbC3g7ncwnROD,Mixed-Up Confusion - Single Version,Bob Dylan,0.533,0.877,6,-11.447,1,0.296,0.000693,0.359,0.799,125.389,140920,4
7wLzlhL0tb3GhPhnIz7IpQ,Most of the Time,Bob Dylan,0.546,0.624,0,-9.418,1,0.0699,0.328,0.169,0.266,146.435,304307,4
1gpQMd0R3blMSn8vhXU0Uu,Mozambique,Bob Dylan,0.726,0.864,7,-8.191,1,0.0452,0.000159,0.109,0.821,127.68,180800,4
2bCFKT7w3wwGfCV3cjrjqi,My Back Pages,Bob Dylan,0.443,0.446,3,-8.226,1,0.673,0.0,0.099,0.343,146.681,263373,3
1meT5RL2ffrm15cee84oVt,Nettie Moore,Bob Dylan,0.709,0.328,11,-9.925,1,0.607,2.89e-06,0.0991,0.372,70.889,412520,4
1qbn6QrHG8XfnqVFKgNzKP,Not Dark Yet,Bob Dylan,0.465,0.381,4,-14.195,1,0.529,0.00835,0.111,0.227,126.372,387733,4
40GFPBolcy0yucApV9uxq2,One of Us Must Know (Sooner or Later),Bob Dylan,0.431,0.626,5,-9.46,1,0.547,6.14e-05,0.364,0.762,96.494,292440,4
5ATUmaVJWUTTagmPwQLck3,One Too Many Mornings,Bob Dylan,0.475,0.115,0,-16.284,1,0.785,0.00794,0.12,0.25,103.753,157524,4
6lib77q4koq52srysevRfT,Only a Pawn in Their Game,Bob Dylan,0.571,0.207,9,-12.472,1,0.816,0.0,0.121,0.649,86.395,209160,3
4heMx0OAwfILu13Lf0VbBM,Positively 4th Street - Single Version,Bob Dylan,0.556,0.463,6,-10.79,1,0.817,0.0,0.116,0.764,109.586,247867,4
0c2DAekH6ZEnHhf8dM1leK,Queen Jane Approximately,Bob Dylan,0.369,0.691,0,-6.234,1,0.778,1.39e-05,0.327,0.382,104.371,327467,4
1bJWuhMwww0TV6M6QhFYOQ,Quinn the Eskimo (The Mighty Quinn) - Studio Outtake - 1967,Bob Dylan,0.371,0.616,4,-11.49,1,0.0676,3.97e-06,0.171,0.663,156.559,137360,4
7BkAlVpGwXXl3sYNn5OoJ7,Rainy Day Women #12 & 35,Bob Dylan,0.556,0.592,5,-7.378,1,0.458,0.0,0.0637,0.587,94.887,274067,4
1Y3VFY4mkLqMIkqxC51p6l,Ring Them Bells,Bob Dylan,0.428,0.336,1,-11.022,1,0.748,4.32e-06,0.125,0.147,153.727,180733,4
4jdtLLyEL7wY0TlCdMKhxq,Sad-Eyed Lady of the Lowlands,Bob Dylan,0.301,0.385,2,-10.755,1,0.604,0.0,0.0799,0.275,171.836,679107,3
1OfDlFzUCAo0v83TgHKRaq,Señor (Tales of Yankee Power),Bob Dylan,0.602,0.41,9,-13.337,0,0.297,1.84e-05,0.223,0.342,136.293,339613,4
2itBkHBUxGl4VfDj4HNyoD,She Belongs to Me,Bob Dylan,0.729,0.382,9,-14.07,1,0.699,0.0,0.152,0.637,112.179,166707,4
3y4Uza6K58JXQ7RYya8ZI5,Shelter from the Storm,Bob Dylan,0.486,0.241,4,-17.337,1,0.413,3.51e-05,0.0928,0.614,106.574,301133,4
3wAX3qn53iQUFE84hpfeen,Simple Twist of Fate,Bob Dylan,0.409,0.264,4,-16.273,1,0.665,0.00016,0.102,0.355,137.16,256800,4
02Dkg9KisMTISWEBK5AKMk,Slow Train,Bob Dylan,0.599,0.558,2,-9.163,0,0.359,1.3e-06,0.217,0.842,164.344,358307,4
2xalFZmyjleCTdhKPxqzdh,Standing in the Doorway,Bob Dylan,0.449,0.324,4,-15.545,1,0.8,0.00361,0.126,0.133,97.451,462000,3
1NYTj6JEw3IOh4ggiBh82h,Stuck Inside of Mobile with the Memphis Blues Again,Bob Dylan,0.466,0.747,9,-9.882,1,0.301,0.0,0.12,0.628,135.527,423667,4
3UEWtvTL3mE797dNOv8Rzw,Things Have Changed - Single Version,Bob Dylan,0.71,0.901,2,-7.317,0,0.135,0.0022,0.218,0.913,126.602,307533,4
40L7ioTIvnDH42ugHaip7L,This Wheel's On Fire,The Band,0.231,0.525,9,-6.938,0,0.619,0.0,0.109,0.4,88.627,232573,4
5JqsRFZYDtIK5Rgeuzd2Jv,Tombstone Blues,Bob Dylan,0.504,0.808,11,-7.25,1,0.408,0.0,0.316,0.653,123.866,356227,4
70yzmEXaSuyddduotWyeZf,To Ramona,Bob Dylan,0.474,0.341,0,-8.877,1,0.769,0.0,0.0878,0.329,165.406,232693,4
7hMhO4oenpVkVaM5bNkEbz,When the Ship Comes In,Bob Dylan,0.58,0.421,2,-9.161,1,0.867,0.0,0.205,0.347,114.725,194680,4
1zRt6GwdqaRgFfABzz6xVc,Where Are You Tonight? (Journey Through Dark Heat),Bob Dylan,0.516,0.523,0,-10.696,1,0.253,0.0,0.0967,0.775,96.239,375040,4
5hBOEqqkcQaUgkRhh6EyX4,With God on Our Side,Bob Dylan,0.47,0.222,0,-12.352,1,0.725,0.0,0.22,0.291,116.487,424413,3
1Uio0ESSDWy3GEe3vpPBiM,Workingman's Blues #2,Bob Dylan,0.676,0.581,9,-7.622,1,0.645,0.0,0.109,0.509,131.237,367427,4
64MISVB9IIchhOKmWHftoz,You're Gonna Make Me Lonesome When You Go,Bob Dylan,0.437,0.381,9,-15.016,1,0.512,0.000104,0.0984,0.698,109.74,174733,4
6dHTkQYY3zdR9i9Nj0IGVW,"I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix",Erick Morillo,0.863,0.781,5,-8.546,0,0.0394,0.000292,0.125,0.764,122.938,230760,4
6SLwazNlnXu3cwn9sYhRZd,Save Your Kisses For Me,Brotherhood of Man,0.75,0.537,7,-10.144,1,0.144,0.0,0.103,0.878,93.75,183733,4
7mQAteJZ8OfdGS3fOfgw0g,Don't You Want Me - Edit,Felix,0.571,0.876,9,-9.936,0,0.0124,0.475,0.094,0.284,127.963,188867,4
15RgdXlKJQTNMsR4hAzIGh,Wake up Boo!,The Boo Radleys,0.471,0.896,6,-6.701,1,0.0725,0.0,0.193,0.555,144.838,217867,4
11zWfCQaGkXJ9uIXROr4pa,The Whole of the Moon,The Waterboys,0.538,0.852,0,-5.68,1,0.071,3.95e-06,0.602,0.597,105.664,299413,4
0phNa6xdIJUinyK9JwtLlR,Bermuda Triangle,Barry Manilow,0.564,0.793,6,-7.312,0,0.213,1.32e-05,0.0854,0.75,161.237,227520,4
76EpQYti4Dqf8ZH9sAMXdJ,Can't Smile Without You,Barry Manilow,0.4,0.556,7,-8.622,1,0.43,2.18e-05,0.138,0.482,97.68,190720,4
6T0ENH729fIedxSpbQrKJz,Copacabana (At the Copa) - Long Version,Barry Manilow,0.681,0.772,5,-10.017,0,0.0306,0.0788,0.0737,0.878,116.563,344093,4
412PJhkENxclWDgOYIdeXv,Don't Forget To Remember,Bee Gees,0.387,0.452,0,-11.009,1,0.194,1.38e-06,0.34,0.466,82.807,207067,4
1pzrCDGRdlk1lZgV5q6VMo,Even Now,Barry Manilow,0.297,0.385,11,-7.654,1,0.604,9.31e-05,0.0746,0.28,133.22,204640,4
67c5JRH8YFYmZzuv3c8rfI,First Of May,Bee Gees,0.214,0.244,2,-15.421,1,0.541,1.05e-05,0.0566,0.236,62.311,170493,4
6txGFpco4cfgG1sA1MxLCp,From a Buick 6,Bob Dylan,0.287,0.72,0,-6.231,1,0.756,3.41e-06,0.263,0.709,176.302,195693,4
28A1R2C0h3peu0JC3xH8u7,I Made It Through the Rain,Barry Manilow,0.308,0.324,10,-10.419,1,0.722,0.0,0.0803,0.163,68.458,264240,4
0790uGGzsk3kB2H9aDoLyn,It's a Miracle,Barry Manilow,0.756,0.848,8,-8.589,1,0.204,0.00948,0.0811,0.938,129.861,231573,4
1P5V64lm9aALOpjYCt8dBO,I Write the Songs,Barry Manilow,0.259,0.428,5,-8.015,1,0.799,0.000841,0.0602,0.37,148.392,233187,4
6uPJrRY6Qkjo3eGociOSmp,Looks Like We Made It,Barry Manilow,0.344,0.496,0,-7.149,1,0.428,0.011,0.0879,0.413,68.248,210333,4
3ErOTVi5IHKRP0KzdIuLk8,More Than A Woman,Bee Gees,0.632,0.683,7,-6.434,1,0.163,0.00013,0.847,0.701,105.955,197213,4
55lk4McWqZvqFHBRpSwu96,New York Mining Disaster 1941,Bee Gees,0.446,0.237,9,-13.42,0,0.581,0.0,0.0889,0.475,89.142,132360,4
0fEK4chPDK28OEnT8pxkG1,The Old Songs,Barry Manilow,0.265,0.456,5,-9.166,1,0.487,0.0,0.0921,0.368,154.219,274560,4
5Y6otjvC0rmUmawT5BYT2V,Ready to Take a Chance Again,Barry Manilow,0.229,0.573,9,-6.316,0,0.664,0.0,0.0776,0.296,98.471,177507,4
2AXjQ3enWAdYMkjUPnUJf6,Somewhere in the Night,Barry Manilow,0.205,0.485,5,-7.388,1,0.212,0.00023,0.111,0.299,164.619,205160,4
